heldout_perturbation_ids	space	label_col	recall_at_1	recall_at_5	map	median_rank
4,6,7	delta	perturbation_label	0.5925925925925926	0.8518518518518519	0.48840946424438875	1.0
4,6,7	delta	cell_line_label	0.6666666666666666	1.0	0.5001080796409622	1.0
4,6,8	endpoint	condition_key	0.37037037037037035	0.6666666666666666	0.3950919597594789	3.0
4,6,8	endpoint	perturbation_label	0.37037037037037035	0.6666666666666666	0.44556095086395514	3.0
4,6,8	endpoint	cell_line_label	0.9629629629629629	1.0	0.6687471232471848	1.0
4,6,8	delta	condition_key	0.25925925925925924	0.6296296296296297	0.292207183760618	3.0
4,6,8	delta	perturbation_label	0.37037037037037035	0.7777777777777778	0.4529665939040654	2.0
4,6,8	delta	cell_line_label	0.5185185185185185	0.9629629629629629	0.46761684352179733	1.0
4,7,8	endpoint	condition_key	0.3333333333333333	0.6666666666666666	0.40181816622971905	3.0
4,7,8	endpoint	perturbation_label	0.3333333333333333	0.7407407407407407	0.4455104157823439	3.0
4,7,8	endpoint	cell_line_label	0.9629629629629629	1.0	0.6674289150706062	1.0
4,7,8	delta	condition_key	0.37037037037037035	0.7777777777777778	0.3489430490993435	2.0
4,7,8	delta	perturbation_label	0.5185185185185185	0.8888888888888888	0.4988710738622662	1.0
4,7,8	delta	cell_line_label	0.5555555555555556	1.0	0.4726541971057292	1.0
5,6,7	endpoint	condition_key	0.4074074074074074	0.9259259259259259	0.40845158830051614	2.0
5,6,7	endpoint	perturbation_label	0.4074074074074074	0.9259259259259259	0.4187288863282841	2.0
5,6,7	endpoint	cell_line_label	0.9259259259259259	1.0	0.7289320371704597	1.0
5,6,7	delta	condition_key	0.2962962962962963	0.7777777777777778	0.327629089074239	2.0
5,6,7	delta	perturbation_label	0.4074074074074074	0.8888888888888888	0.4732447621131233	2.0
5,6,7	delta	cell_line_label	0.6296296296296297	0.9629629629629629	0.49769292360375605	1.0
5,6,8	endpoint	condition_key	0.2962962962962963	0.7407407407407407	0.36126600778817064	3.0
5,6,8	endpoint	perturbation_label	0.4444444444444444	0.7777777777777778	0.4280020095345921	2.0
5,6,8	endpoint	cell_line_label	0.7037037037037037	1.0	0.6299251164710974	1.0
5,6,8	delta	condition_key	0.25925925925925924	0.7037037037037037	0.28775464848619103	4.0
5,6,8	delta	perturbation_label	0.37037037037037035	0.8518518518518519	0.43521026488908027	2.0
5,6,8	delta	cell_line_label	0.5925925925925926	0.9629629629629629	0.4610905095365144	1.0
5,7,8	endpoint	condition_key	0.25925925925925924	0.6296296296296297	0.34784443582001207	3.0
5,7,8	endpoint	perturbation_label	0.37037037037037035	0.8888888888888888	0.4385840439056522	2.0
5,7,8	endpoint	cell_line_label	0.8148148148148148	0.9629629629629629	0.6144560578535084	1.0
5,7,8	delta	condition_key	0.37037037037037035	0.5555555555555556	0.3091528445617027	4.0
5,7,8	delta	perturbation_label	0.4074074074074074	0.6666666666666666	0.48839505148565493	2.0
5,7,8	delta	cell_line_label	0.7037037037037037	0.9259259259259259	0.45934411541871206	1.0
6,7,8	endpoint	condition_key	0.3333333333333333	0.7777777777777778	0.41345746429461155	3.0
6,7,8	endpoint	perturbation_label	0.4074074074074074	0.8518518518518519	0.45251809755826794	3.0
6,7,8	endpoint	cell_line_label	0.8518518518518519	1.0	0.6769081616897856	1.0
6,7,8	delta	condition_key	0.3333333333333333	0.5925925925925926	0.31942025990851164	3.0
6,7,8	delta	perturbation_label	0.4444444444444444	0.6666666666666666	0.5135255549666707	2.0
6,7,8	delta	cell_line_label	0.5555555555555556	1.0	0.45880584629887083	1.0
