baseline,group,n_samples,pearson_delta,spearman_delta,delta_mae,delta_mse,top50_jaccard_delta,top50_de_recovery,perturbation_split,perturbation
control_mean,overall,277,0.0,0.0,0.9030647210755056,2.0024347081671645,0.0,0.07530685920577618,,
perturbation_mean,held_out|BRD-K15976406,1,0.0,0.0,1.3888620486274972,3.984837173504816,0.030927835051546393,0.02,held_out,BRD-K15976406
perturbation_mean,held_out|BRD-K16133773,1,0.0,0.0,0.7158679702400486,1.0739972864178364,0.010101010101010102,0.08,held_out,BRD-K16133773
perturbation_mean,held_out|BRD-K16195444,1,0.0,0.0,0.7382864446133416,1.1078955864196962,0.05263157894736842,0.14,held_out,BRD-K16195444
perturbation_mean,held_out|BRD-K16295392,1,0.0,0.0,0.6841733571766054,0.9917038517179856,0.010101010101010102,0.08,held_out,BRD-K16295392
perturbation_mean,held_out|BRD-K16730910,1,0.0,0.0,1.1835346023348694,2.852922238361553,0.041666666666666664,0.08,held_out,BRD-K16730910
perturbation_mean,held_out|BRD-K16761703,1,0.0,0.0,0.9401111254640921,1.7876903244340272,0.041666666666666664,0.08,held_out,BRD-K16761703
perturbation_mean,held_out|BRD-K16803204,1,0.0,0.0,0.7100019610434337,0.9108403254145514,0.02040816326530612,0.08,held_out,BRD-K16803204
perturbation_mean,held_out|BRD-K17561142,1,0.0,0.0,0.880930775151587,1.814756339615866,0.041666666666666664,0.04,held_out,BRD-K17561142
perturbation_mean,held_out|BRD-K17894950,1,0.0,0.0,0.7786487618692735,1.235962143060542,0.041666666666666664,0.06,held_out,BRD-K17894950
perturbation_mean,held_out|BRD-K17930269,1,0.0,0.0,0.6704503356375944,0.9815254939162975,0.030927835051546393,0.12,held_out,BRD-K17930269
perturbation_mean,held_out|BRD-K19352500,1,0.0,0.0,0.7660592979194779,1.245321347168009,0.041666666666666664,0.06,held_out,BRD-K19352500
perturbation_mean,held_out|BRD-K19939891,1,0.0,0.0,0.7096997012137628,1.0394744845995343,0.041666666666666664,0.1,held_out,BRD-K19939891
perturbation_mean,held_out|BRD-K20285085,1,0.0,0.0,1.2689308261405046,2.9426437144048636,0.030927835051546393,0.1,held_out,BRD-K20285085
perturbation_mean,held_out|BRD-K20920669,1,0.0,0.0,0.6717030460279071,0.9877979784682235,0.041666666666666664,0.12,held_out,BRD-K20920669
perturbation_mean,held_out|BRD-K22024824,1,0.0,0.0,0.8361933287124191,1.4598330908535313,0.05263157894736842,0.18,held_out,BRD-K22024824
perturbation_mean,held_out|BRD-K22822991,1,0.0,0.0,0.7104184717165163,1.0681354621156192,0.041666666666666664,0.1,held_out,BRD-K22822991
perturbation_mean,held_out|BRD-K23248433,1,0.0,0.0,0.7331847166497427,1.101945810449953,0.041666666666666664,0.08,held_out,BRD-K23248433
perturbation_mean,held_out|BRD-K24723746,1,0.0,0.0,0.7663086762391519,1.1795434793565194,0.02040816326530612,0.08,held_out,BRD-K24723746
perturbation_mean,held_out|BRD-K25433859,1,0.0,0.0,0.73017077625119,1.299752576218734,0.010101010101010102,0.04,held_out,BRD-K25433859
perturbation_mean,held_out|BRD-K26325692,1,0.0,0.0,0.673185726023677,0.9056311424185589,0.041666666666666664,0.14,held_out,BRD-K26325692
perturbation_mean,held_out|BRD-K26657438,1,0.0,0.0,0.5500594639018349,0.591586529187064,0.05263157894736842,0.1,held_out,BRD-K26657438
perturbation_mean,held_out|BRD-K27184429,1,0.0,0.0,0.8744747962390791,1.4810410171798287,0.041666666666666664,0.14,held_out,BRD-K27184429
perturbation_mean,held_out|BRD-K27955832,1,0.0,0.0,0.6323716563167736,0.7851064912128519,0.02040816326530612,0.12,held_out,BRD-K27955832
perturbation_mean,held_out|BRD-K28217197,1,0.0,0.0,0.7196050104996079,1.0698185954671664,0.02040816326530612,0.08,held_out,BRD-K28217197
perturbation_mean,held_out|BRD-K28428262,1,0.0,0.0,0.7392290085969059,0.9282992406415371,0.041666666666666664,0.1,held_out,BRD-K28428262
perturbation_mean,held_out|BRD-K28470988,1,0.0,0.0,0.5223740708943312,0.5203468494808721,0.041666666666666664,0.02,held_out,BRD-K28470988
perturbation_mean,held_out|BRD-K28761891,1,0.0,0.0,0.6155988778166901,0.7443324492610529,0.030927835051546393,0.04,held_out,BRD-K28761891
perturbation_mean,held_out|BRD-K28971625,1,0.0,0.0,2.1259811800082544,8.11615562750142,0.030927835051546393,0.04,held_out,BRD-K28971625
perturbation_mean,held_out|BRD-K29133151,1,0.0,0.0,0.5757310020890593,0.599017383868783,0.010101010101010102,0.04,held_out,BRD-K29133151
perturbation_mean,held_out|BRD-K29359156,1,0.0,0.0,0.6285586082936135,0.8735364920824187,0.05263157894736842,0.04,held_out,BRD-K29359156
perturbation_mean,held_out|BRD-K29968218,1,0.0,0.0,1.3955295064932398,3.7141908544184883,0.02040816326530612,0.06,held_out,BRD-K29968218
perturbation_mean,held_out|BRD-K31092604,1,0.0,0.0,0.6029011386799065,0.7486368814470779,0.030927835051546393,0.08,held_out,BRD-K31092604
perturbation_mean,held_out|BRD-K31135544,1,0.0,0.0,0.7898122233332104,1.4115776099154402,0.0,0.02,held_out,BRD-K31135544
perturbation_mean,held_out|BRD-K31519811,1,0.0,0.0,0.7668313294108732,1.327667855778728,0.041666666666666664,0.08,held_out,BRD-K31519811
perturbation_mean,held_out|BRD-K32744045,1,0.0,0.0,0.779328832524187,1.1184218890568531,0.02040816326530612,0.08,held_out,BRD-K32744045
perturbation_mean,held_out|BRD-K32977963,1,0.0,0.0,0.6052275609119038,0.6329977812653473,0.05263157894736842,0.06,held_out,BRD-K32977963
perturbation_mean,held_out|BRD-K33852358,1,0.0,0.0,0.6841415153255992,1.1138557109184941,0.041666666666666664,0.1,held_out,BRD-K33852358
perturbation_mean,held_out|BRD-K33882852,1,0.0,0.0,1.1111575153451192,2.437936114222166,0.030927835051546393,0.08,held_out,BRD-K33882852
perturbation_mean,held_out|BRD-K35169477,1,0.0,0.0,0.6256884525538347,0.7111488696566393,0.05263157894736842,0.08,held_out,BRD-K35169477
perturbation_mean,held_out|BRD-K35589454,1,0.0,0.0,0.5901806346745716,0.8396743158890935,0.010101010101010102,0.14,held_out,BRD-K35589454
perturbation_mean,held_out|BRD-K36280065,1,0.0,0.0,0.9076813122972295,1.5588332278148092,0.030927835051546393,0.08,held_out,BRD-K36280065
perturbation_mean,held_out|BRD-K37590257,1,0.0,0.0,0.8162317540018451,1.2022611383164739,0.030927835051546393,0.06,held_out,BRD-K37590257
perturbation_mean,held_out|BRD-K37687095,1,0.0,0.0,1.34691283761283,3.4753176853831325,0.010101010101010102,0.02,held_out,BRD-K37687095
perturbation_mean,held_out|BRD-K37714784,1,0.0,0.0,0.6126062089043969,0.9496305601233785,0.08695652173913043,0.16,held_out,BRD-K37714784
perturbation_mean,held_out|BRD-K37764012,1,0.0,0.0,1.6906635683049176,5.3046285789549295,0.05263157894736842,0.1,held_out,BRD-K37764012
perturbation_mean,held_out|BRD-K38473998,1,0.0,0.0,0.5869585751493502,0.6297850164865674,0.030927835051546393,0.1,held_out,BRD-K38473998
perturbation_mean,held_out|BRD-K39339537,1,0.0,0.0,0.6887504284913037,0.8920762013984648,0.02040816326530612,0.04,held_out,BRD-K39339537
perturbation_mean,held_out|BRD-K41260949,1,0.0,0.0,0.5747415492954054,0.7264185264246741,0.010101010101010102,0.0,held_out,BRD-K41260949
perturbation_mean,held_out|BRD-K41410256,1,0.0,0.0,0.6319976730991859,0.7986934413240451,0.07526881720430108,0.14,held_out,BRD-K41410256
perturbation_mean,held_out|BRD-K41996876,1,0.0,0.0,0.6366045450637244,0.939437424305172,0.08695652173913043,0.12,held_out,BRD-K41996876
perturbation_mean,held_out|BRD-K42352790,1,0.0,0.0,0.5822730493181678,0.6868433713313341,0.030927835051546393,0.08,held_out,BRD-K42352790
perturbation_mean,held_out|BRD-K43002771,1,0.0,0.0,0.8159999301218898,1.6518747217167653,0.010101010101010102,0.04,held_out,BRD-K43002771
perturbation_mean,held_out|BRD-K43410529,1,0.0,0.0,0.7040614660149473,0.9585200335317501,0.05263157894736842,0.06,held_out,BRD-K43410529
perturbation_mean,held_out|BRD-K43578482,1,0.0,0.0,0.6325528499722971,0.709488569929014,0.05263157894736842,0.08,held_out,BRD-K43578482
perturbation_mean,held_out|BRD-K45168550,1,0.0,0.0,0.9704830987879594,2.1357777202825026,0.041666666666666664,0.04,held_out,BRD-K45168550
perturbation_mean,held_out|BRD-K45245728,1,0.0,0.0,0.5870141861726123,0.6841659290920583,0.041666666666666664,0.1,held_out,BRD-K45245728
perturbation_mean,held_out|BRD-K45503887,1,0.0,0.0,0.7977406639760112,1.4694491105098044,0.041666666666666664,0.06,held_out,BRD-K45503887
perturbation_mean,held_out|BRD-K46839850,1,0.0,0.0,0.8963087617720713,1.955413849162821,0.030927835051546393,0.1,held_out,BRD-K46839850
perturbation_mean,held_out|BRD-K47554101,1,0.0,0.0,0.7693411133174243,1.397935770139753,0.030927835051546393,0.04,held_out,BRD-K47554101
perturbation_mean,held_out|BRD-K47639036,1,0.0,0.0,0.7190993470598355,1.131871532340053,0.0989010989010989,0.12,held_out,BRD-K47639036
perturbation_mean,held_out|BRD-K47869605,1,0.0,0.0,1.4424931598839863,4.026772628052591,0.010101010101010102,0.02,held_out,BRD-K47869605
perturbation_mean,held_out|BRD-K48195801,1,0.0,0.0,0.9354179897135878,1.7857805143470833,0.05263157894736842,0.06,held_out,BRD-K48195801
perturbation_mean,held_out|BRD-K48213016,1,0.0,0.0,1.7825003608383712,5.601842764536436,0.030927835051546393,0.08,held_out,BRD-K48213016
perturbation_mean,held_out|BRD-K49555808,1,0.0,0.0,0.8332510592704296,1.2929289282429746,0.010101010101010102,0.02,held_out,BRD-K49555808
perturbation_mean,held_out|BRD-K49807096,1,0.0,0.0,2.1736764455420534,7.739288101323659,0.041666666666666664,0.08,held_out,BRD-K49807096
perturbation_mean,held_out|BRD-K50133271,1,0.0,0.0,0.7412280468664557,1.4939669519475243,0.030927835051546393,0.08,held_out,BRD-K50133271
perturbation_mean,held_out|BRD-K50590187,1,0.0,0.0,0.6719746711652533,0.9900057710772907,0.041666666666666664,0.14,held_out,BRD-K50590187
perturbation_mean,held_out|BRD-K51087630,1,0.0,0.0,0.5805626889382511,0.6071713402648607,0.030927835051546393,0.06,held_out,BRD-K51087630
perturbation_mean,held_out|BRD-K51143828,1,0.0,0.0,0.5594007962152918,0.5614592143519888,0.02040816326530612,0.0,held_out,BRD-K51143828
perturbation_mean,held_out|BRD-K52233191,1,0.0,0.0,3.413996131027199,18.047455678726333,0.010101010101010102,0.06,held_out,BRD-K52233191
perturbation_mean,held_out|BRD-K53097745,1,0.0,0.0,0.6874677155930718,1.0094130157914563,0.010101010101010102,0.06,held_out,BRD-K53097745
perturbation_mean,held_out|BRD-K53517854,1,0.0,0.0,0.7116860567732017,1.0048145208527108,0.030927835051546393,0.04,held_out,BRD-K53517854
perturbation_mean,held_out|BRD-K53814070,1,0.0,0.0,0.7174013814195562,0.9305323986887472,0.02040816326530612,0.12,held_out,BRD-K53814070
perturbation_mean,held_out|BRD-K54770957,1,0.0,0.0,0.5770084035623074,0.5864872086830467,0.041666666666666664,0.06,held_out,BRD-K54770957
perturbation_mean,held_out|BRD-K55512740,1,0.0,0.0,0.5907292880681081,0.745524981620432,0.041666666666666664,0.06,held_out,BRD-K55512740
perturbation_mean,held_out|BRD-K56751279,1,0.0,0.0,0.6996467825006953,0.9586909601422628,0.05263157894736842,0.08,held_out,BRD-K56751279
perturbation_mean,held_out|BRD-K56810756,1,0.0,0.0,0.8170933416111067,1.2390994673176714,0.02040816326530612,0.08,held_out,BRD-K56810756
perturbation_mean,held_out|BRD-K57545991,1,0.0,0.0,0.7477447674915667,1.0836589501573808,0.02040816326530612,0.04,held_out,BRD-K57545991
perturbation_mean,held_out|BRD-K58626373,1,0.0,0.0,0.5213557377112343,0.576179588475932,0.07526881720430108,0.12,held_out,BRD-K58626373
perturbation_mean,held_out|BRD-K58736316,1,0.0,0.0,0.6111146502083268,0.8311416029585159,0.030927835051546393,0.08,held_out,BRD-K58736316
perturbation_mean,held_out|BRD-K58951486,1,0.0,0.0,0.6033307258501934,0.8165313506968771,0.041666666666666664,0.12,held_out,BRD-K58951486
perturbation_mean,held_out|BRD-K59197931,1,0.0,0.0,0.6784165607395592,1.0059262601378078,0.041666666666666664,0.04,held_out,BRD-K59197931
perturbation_mean,held_out|BRD-K59273480,1,0.0,0.0,0.8903757340945065,1.4927703865273143,0.041666666666666664,0.08,held_out,BRD-K59273480
perturbation_mean,held_out|BRD-K59331299,1,0.0,0.0,0.8737817320767496,1.460324238280311,0.0,0.02,held_out,BRD-K59331299
perturbation_mean,held_out|BRD-K59875992,1,0.0,0.0,0.6176283802637725,0.7931053035191876,0.030927835051546393,0.02,held_out,BRD-K59875992
perturbation_mean,held_out|BRD-K59929863,1,0.0,0.0,0.5329422760778298,0.5623233012075323,0.02040816326530612,0.14,held_out,BRD-K59929863
perturbation_mean,held_out|BRD-K61250553,1,0.0,0.0,0.8264736426033827,1.4789615528305033,0.030927835051546393,0.04,held_out,BRD-K61250553
perturbation_mean,held_out|BRD-K61988078,1,0.0,0.0,0.6871407977217511,1.004840323387809,0.030927835051546393,0.1,held_out,BRD-K61988078
perturbation_mean,held_out|BRD-K62200014,1,0.0,0.0,0.6068426273003107,0.7577494024345062,0.02040816326530612,0.06,held_out,BRD-K62200014
perturbation_mean,held_out|BRD-K62762455,1,0.0,0.0,0.5522860981651924,0.6009524317394196,0.030927835051546393,0.08,held_out,BRD-K62762455
perturbation_mean,held_out|BRD-K63430059,1,0.0,0.0,0.6395685534667981,0.944572118135568,0.05263157894736842,0.08,held_out,BRD-K63430059
perturbation_mean,held_out|BRD-K63550407,1,0.0,0.0,0.5963372484532139,0.7611669724672332,0.06382978723404255,0.14,held_out,BRD-K63550407
perturbation_mean,held_out|BRD-K64504314,1,0.0,0.0,0.7431540355643379,1.1855577586673998,0.05263157894736842,0.12,held_out,BRD-K64504314
perturbation_mean,held_out|BRD-K64538373,1,0.0,0.0,1.783037183523149,6.008756770485288,0.030927835051546393,0.08,held_out,BRD-K64538373
perturbation_mean,held_out|BRD-K64622987,1,0.0,0.0,0.776123152798653,1.0838680447479534,0.041666666666666664,0.08,held_out,BRD-K64622987
perturbation_mean,held_out|BRD-K64785675,1,0.0,0.0,0.7095261213730152,1.3032566848308844,0.05263157894736842,0.1,held_out,BRD-K64785675
perturbation_mean,held_out|BRD-K65170927,1,0.0,0.0,1.1133099185916617,2.4385083804526,0.041666666666666664,0.06,held_out,BRD-K65170927
perturbation_mean,held_out|BRD-K65678996,1,0.0,0.0,1.4035931472166416,3.6785054493901894,0.06382978723404255,0.06,held_out,BRD-K65678996
perturbation_mean,held_out|BRD-K65992024,1,0.0,0.0,0.6953822435766891,1.0266620637491202,0.030927835051546393,0.1,held_out,BRD-K65992024
perturbation_mean,held_out|BRD-K66538826,1,0.0,0.0,1.1596652856586562,2.465299038915662,0.02040816326530612,0.1,held_out,BRD-K66538826
perturbation_mean,held_out|BRD-K68065987,1,0.0,0.0,0.8566836812331469,1.3966676873015582,0.02040816326530612,0.04,held_out,BRD-K68065987
perturbation_mean,held_out|BRD-K68346641,1,0.0,0.0,1.8550335569938219,6.605284802652235,0.041666666666666664,0.08,held_out,BRD-K68346641
perturbation_mean,held_out|BRD-K68488863,1,0.0,0.0,1.5474087944296167,5.112979067717105,0.010101010101010102,0.08,held_out,BRD-K68488863
perturbation_mean,held_out|BRD-K68693535,1,0.0,0.0,0.5728952758270962,0.6573122132367306,0.041666666666666664,0.08,held_out,BRD-K68693535
perturbation_mean,held_out|BRD-K69726342,1,0.0,0.0,0.6745614005456129,0.8252795353203164,0.02040816326530612,0.1,held_out,BRD-K69726342
perturbation_mean,held_out|BRD-K69776681,1,0.0,0.0,1.6554489891063655,5.0228126016320065,0.02040816326530612,0.12,held_out,BRD-K69776681
perturbation_mean,held_out|BRD-K70301876,1,0.0,0.0,0.6558676457007526,0.761295839301019,0.010101010101010102,0.04,held_out,BRD-K70301876
perturbation_mean,held_out|BRD-K70358946,1,0.0,0.0,0.7886512385901719,1.2599221618207535,0.030927835051546393,0.04,held_out,BRD-K70358946
perturbation_mean,held_out|BRD-K70401845,1,0.0,0.0,1.0607447992634473,1.9871508994001479,0.05263157894736842,0.04,held_out,BRD-K70401845
perturbation_mean,held_out|BRD-K70505054,1,0.0,0.0,0.6118998800737026,0.6194243375454611,0.02040816326530612,0.08,held_out,BRD-K70505054
perturbation_mean,held_out|BRD-K70507123,1,0.0,0.0,0.49601502049325213,0.48196655443952546,0.030927835051546393,0.06,held_out,BRD-K70507123
perturbation_mean,held_out|BRD-K70592483,1,0.0,0.0,0.5256851699582786,0.5385966088697096,0.010101010101010102,0.08,held_out,BRD-K70592483
perturbation_mean,held_out|BRD-K71289571,1,0.0,0.0,0.739581279817677,1.0499316804052294,0.030927835051546393,0.06,held_out,BRD-K71289571
perturbation_mean,held_out|BRD-K71822263,1,0.0,0.0,0.5975246522469532,0.7586706967523914,0.041666666666666664,0.06,held_out,BRD-K71822263
perturbation_mean,held_out|BRD-K72414522,1,0.0,0.0,3.2018866422380206,16.22606470671746,0.030927835051546393,0.0,held_out,BRD-K72414522
perturbation_mean,held_out|BRD-K73088654,1,0.0,0.0,1.4122479818186846,3.7455240924269266,0.041666666666666664,0.06,held_out,BRD-K73088654
perturbation_mean,held_out|BRD-K73524797,1,0.0,0.0,0.7467187205804335,1.1139221847697738,0.08695652173913043,0.14,held_out,BRD-K73524797
perturbation_mean,held_out|BRD-K74065929,1,0.0,0.0,0.9757941379372762,1.7904037215952002,0.02040816326530612,0.04,held_out,BRD-K74065929
perturbation_mean,held_out|BRD-K74305673,1,0.0,0.0,1.8495215044544757,6.626143982208909,0.02040816326530612,0.08,held_out,BRD-K74305673
perturbation_mean,held_out|BRD-K75649340,1,0.0,0.0,1.2890498115430704,3.0486344559868233,0.010101010101010102,0.06,held_out,BRD-K75649340
perturbation_mean,held_out|BRD-K77641333,1,0.0,0.0,0.6156175141979713,0.892886890652181,0.030927835051546393,0.06,held_out,BRD-K77641333
perturbation_mean,held_out|BRD-K77947974,1,0.0,0.0,0.8095884587720827,1.4403486871747355,0.030927835051546393,0.08,held_out,BRD-K77947974
perturbation_mean,held_out|BRD-K78096648,1,0.0,0.0,1.1294335700910887,2.585527650121088,0.041666666666666664,0.14,held_out,BRD-K78096648
perturbation_mean,held_out|BRD-K78431006,1,0.0,0.0,1.7182192301581904,5.896408911885167,0.010101010101010102,0.06,held_out,BRD-K78431006
perturbation_mean,held_out|BRD-K79095980,1,0.0,0.0,0.6715826301908617,0.9458359693428766,0.1111111111111111,0.14,held_out,BRD-K79095980
perturbation_mean,held_out|BRD-K79254416,1,0.0,0.0,0.7737248499417695,1.0976002113031262,0.02040816326530612,0.04,held_out,BRD-K79254416
perturbation_mean,held_out|BRD-K79602928,1,0.0,0.0,0.7018116863650158,1.1446366420393466,0.06382978723404255,0.12,held_out,BRD-K79602928
perturbation_mean,held_out|BRD-K79759585,1,0.0,0.0,0.8488761914159418,1.51800830126641,0.041666666666666664,0.08,held_out,BRD-K79759585
perturbation_mean,held_out|BRD-K79989959,1,0.0,0.0,0.6794406008718936,0.9211492838186837,0.05263157894736842,0.04,held_out,BRD-K79989959
perturbation_mean,held_out|BRD-K80082640,1,0.0,0.0,0.679886440982806,1.0586406769751933,0.06382978723404255,0.08,held_out,BRD-K80082640
perturbation_mean,held_out|BRD-K80738081,1,0.0,0.0,0.7346544730807574,0.9998928943369683,0.02040816326530612,0.08,held_out,BRD-K80738081
perturbation_mean,held_out|BRD-K81258678,1,0.0,0.0,3.086664438503072,15.506646737928065,0.030927835051546393,0.0,held_out,BRD-K81258678
perturbation_mean,held_out|BRD-K81272440,1,0.0,0.0,0.6877543527673752,0.9213587550665263,0.05263157894736842,0.12,held_out,BRD-K81272440
perturbation_mean,held_out|BRD-K81694556,1,0.0,0.0,0.6410022358352027,0.8929875288308807,0.041666666666666664,0.06,held_out,BRD-K81694556
perturbation_mean,held_out|BRD-K82467063,1,0.0,0.0,0.7488098888340897,1.4014208808914934,0.041666666666666664,0.12,held_out,BRD-K82467063
perturbation_mean,held_out|BRD-K82767007,1,0.0,0.0,0.7124906378419809,0.9533059010210749,0.041666666666666664,0.04,held_out,BRD-K82767007
perturbation_mean,held_out|BRD-K83057217,1,0.0,0.0,0.7664137298736852,1.519892831232158,0.07526881720430108,0.14,held_out,BRD-K83057217
perturbation_mean,held_out|BRD-K84011460,1,0.0,0.0,0.8580938199283766,1.5869887114261283,0.05263157894736842,0.06,held_out,BRD-K84011460
perturbation_mean,held_out|BRD-K84163249,1,0.0,0.0,0.7037915457097138,1.380420734098232,0.1111111111111111,0.12,held_out,BRD-K84163249
perturbation_mean,held_out|BRD-K84783599,1,0.0,0.0,0.6684141619762426,1.1167753516985497,0.041666666666666664,0.04,held_out,BRD-K84783599
perturbation_mean,held_out|BRD-K84892605,1,0.0,0.0,0.6919538501820872,1.0684376435119989,0.041666666666666664,0.06,held_out,BRD-K84892605
perturbation_mean,held_out|BRD-K84986517,1,0.0,0.0,0.7238918254103046,1.0402722396561905,0.041666666666666664,0.08,held_out,BRD-K84986517
perturbation_mean,held_out|BRD-K84996356,1,0.0,0.0,1.0020448557857267,2.0746746387771204,0.02040816326530612,0.08,held_out,BRD-K84996356
perturbation_mean,held_out|BRD-K85833139,1,0.0,0.0,0.8233019291502647,1.7254972459821971,0.041666666666666664,0.14,held_out,BRD-K85833139
perturbation_mean,held_out|BRD-K85925969,1,0.0,0.0,0.9233075911520524,1.7670928720146948,0.05263157894736842,0.06,held_out,BRD-K85925969
perturbation_mean,held_out|BRD-K87156652,1,0.0,0.0,0.7340849439780428,0.9352796620694261,0.02040816326530612,0.08,held_out,BRD-K87156652
perturbation_mean,held_out|BRD-K87737963,1,0.0,0.0,0.7936442349648902,1.2953580083953011,0.02040816326530612,0.06,held_out,BRD-K87737963
perturbation_mean,held_out|BRD-K88358234,1,0.0,0.0,3.4663542960295906,19.652119970810027,0.02040816326530612,0.02,held_out,BRD-K88358234
perturbation_mean,held_out|BRD-K89917372,1,0.0,0.0,0.7863822290318743,1.4103081607665964,0.030927835051546393,0.06,held_out,BRD-K89917372
perturbation_mean,held_out|BRD-K90825648,1,0.0,0.0,0.874132183583333,1.5328232738387588,0.041666666666666664,0.08,held_out,BRD-K90825648
perturbation_mean,held_out|BRD-K91263825,1,0.0,0.0,1.1395850853254752,2.605666027461067,0.030927835051546393,0.06,held_out,BRD-K91263825
perturbation_mean,held_out|BRD-K92441787,1,0.0,0.0,0.6124062416588298,0.6584462536634004,0.02040816326530612,0.04,held_out,BRD-K92441787
perturbation_mean,held_out|BRD-K92848252,1,0.0,0.0,0.6983576153734634,1.0054896876845403,0.041666666666666664,0.08,held_out,BRD-K92848252
perturbation_mean,held_out|BRD-K92984783,1,0.0,0.0,0.5950534088615562,0.812447385568522,0.041666666666666664,0.08,held_out,BRD-K92984783
perturbation_mean,held_out|BRD-K93208532,1,0.0,0.0,0.8975710556246198,1.7126360061683972,0.06382978723404255,0.04,held_out,BRD-K93208532
perturbation_mean,held_out|BRD-K93618743,1,0.0,0.0,0.7569615967163759,1.4635535289764978,0.02040816326530612,0.1,held_out,BRD-K93618743
perturbation_mean,held_out|BRD-K93645900,1,0.0,0.0,0.7615826350433318,1.1472525158521119,0.02040816326530612,0.1,held_out,BRD-K93645900
perturbation_mean,held_out|BRD-K93754473,1,0.0,0.0,0.7069297422991211,1.0768768673752938,0.05263157894736842,0.06,held_out,BRD-K93754473
perturbation_mean,held_out|BRD-K93779381,1,0.0,0.0,1.2331810191012265,3.1642046342233354,0.041666666666666664,0.1,held_out,BRD-K93779381
perturbation_mean,held_out|BRD-K93880783,1,0.0,0.0,0.6282250912048102,1.0308742463807257,0.030927835051546393,0.06,held_out,BRD-K93880783
perturbation_mean,held_out|BRD-K94436377,1,0.0,0.0,0.6783052453383324,1.1367464953567008,0.041666666666666664,0.06,held_out,BRD-K94436377
perturbation_mean,held_out|BRD-K95412502,1,0.0,0.0,2.093674740265963,8.350676262597498,0.041666666666666664,0.02,held_out,BRD-K95412502
perturbation_mean,held_out|BRD-K96123349,1,0.0,0.0,1.5027020185752262,4.175669095318755,0.030927835051546393,0.04,held_out,BRD-K96123349
perturbation_mean,held_out|BRD-K96342952,1,0.0,0.0,1.1068386064352125,2.805142726722903,0.030927835051546393,0.08,held_out,BRD-K96342952
perturbation_mean,held_out|BRD-K96615647,1,0.0,0.0,0.7372908592196387,1.1622588937878744,0.05263157894736842,0.06,held_out,BRD-K96615647
perturbation_mean,held_out|BRD-K96671969,1,0.0,0.0,0.7708643261283714,1.2412010416029704,0.041666666666666664,0.1,held_out,BRD-K96671969
perturbation_mean,held_out|BRD-K96740444,1,0.0,0.0,0.7534361256156094,1.2726587621436338,0.041666666666666664,0.1,held_out,BRD-K96740444
perturbation_mean,held_out|BRD-K96936751,1,0.0,0.0,0.6095961317312012,0.7529657700378757,0.05263157894736842,0.1,held_out,BRD-K96936751
perturbation_mean,held_out|BRD-K97101532,1,0.0,0.0,0.7638811712654626,1.3056810885587349,0.05263157894736842,0.08,held_out,BRD-K97101532
perturbation_mean,held_out|BRD-K97158071,1,0.0,0.0,0.9692554517865235,1.776594328281447,0.030927835051546393,0.08,held_out,BRD-K97158071
perturbation_mean,held_out|BRD-K97309399,1,0.0,0.0,1.0826529648438132,2.795852390517095,0.010101010101010102,0.02,held_out,BRD-K97309399
perturbation_mean,held_out|BRD-K97564742,1,0.0,0.0,0.9718377486667199,2.1563062279794982,0.041666666666666664,0.1,held_out,BRD-K97564742
perturbation_mean,held_out|BRD-K97643133,1,0.0,0.0,0.9338440257076378,1.8676450626738759,0.041666666666666664,0.1,held_out,BRD-K97643133
perturbation_mean,held_out|BRD-K97963946,1,0.0,0.0,1.3213131090043033,3.6639844237388006,0.02040816326530612,0.06,held_out,BRD-K97963946
perturbation_mean,held_out|BRD-K98004573,1,0.0,0.0,1.207439473360421,2.6911620988433347,0.041666666666666664,0.08,held_out,BRD-K98004573
perturbation_mean,held_out|BRD-K98530306,1,0.0,0.0,0.7717295325579149,1.4619395972972624,0.041666666666666664,0.1,held_out,BRD-K98530306
perturbation_mean,held_out|BRD-K98769987,1,0.0,0.0,0.7696184894774797,1.1704530975288074,0.030927835051546393,0.06,held_out,BRD-K98769987
perturbation_mean,held_out|BRD-K99113996,1,0.0,0.0,1.5885903401178434,5.1052516215024095,0.030927835051546393,0.04,held_out,BRD-K99113996
perturbation_mean,held_out|BRD-K99504665,1,0.0,0.0,0.6950794958020726,1.1695878945329556,0.06382978723404255,0.1,held_out,BRD-K99504665
perturbation_mean,held_out|BRD-K99749624,1,0.0,0.0,0.7317623828923647,1.236085496127797,0.02040816326530612,0.08,held_out,BRD-K99749624
perturbation_mean,held_out|BRD-K99964838,1,0.0,0.0,1.306970870012315,3.7718693850694143,0.010101010101010102,0.06,held_out,BRD-K99964838
