heldout_perturbation_ids	label_col	recall_at_1	recall_at_5	map	median_rank
5,6,8	condition_batch_label	0.07407407407407407	0.37037037037037035	0.24305865347373104	7.0
5,6,8	perturbation_label	0.4444444444444444	0.7777777777777778	0.4280020095345921	2.0
5,6,8	cell_line_label	0.7037037037037037	1.0	0.6299251164710974	1.0
5,6,8	batch_label	0.3333333333333333	1.0	0.408298384815907	2.0
5,7,8	condition_key	0.25925925925925924	0.6296296296296297	0.34784443582001207	3.0
5,7,8	condition_batch_label	0.0	0.3333333333333333	0.16948774476552253	9.0
5,7,8	perturbation_label	0.37037037037037035	0.8888888888888888	0.4385840439056522	2.0
5,7,8	cell_line_label	0.8148148148148148	0.9629629629629629	0.6144560578535084	1.0
5,7,8	batch_label	0.18518518518518517	0.8888888888888888	0.38937745908184584	2.0
6,7,8	condition_key	0.3333333333333333	0.7777777777777778	0.41345746429461155	3.0
6,7,8	condition_batch_label	0.1111111111111111	0.48148148148148145	0.2908965665894219	6.0
6,7,8	perturbation_label	0.4074074074074074	0.8518518518518519	0.45251809755826794	3.0
6,7,8	cell_line_label	0.8518518518518519	1.0	0.6769081616897856	1.0
6,7,8	batch_label	0.25925925925925924	1.0	0.4100645137245073	2.0
