seed	policy	split	perturbation_id	program_id	same_program_train_count	different_program_train_count	same_program_cosine	different_program_cosine	program_cosine_margin	direction_norm
35	extrapolative_index	train_inner_candidate	5	1	1	6	0.9742693901062012	-0.06020507961511612	1.0344744697213173	2.557969093322754
35	extrapolative_index	train_inner_candidate	6	2	1	6	0.996906578540802	-0.16355334222316742	1.1604599207639694	3.6445109844207764
35	extrapolative_index	train_inner_candidate	7	3	1	6	0.9967427849769592	-0.29549723863601685	1.292240023612976	3.543766736984253
35	extrapolative_index	train_inner_candidate	8	0	1	6	0.9891145825386047	0.05202415958046913	0.9370904229581356	3.35257887840271
35	extrapolative_index	real_heldout	9	1	2	6	0.9936683177947998	-0.06320574879646301	1.0568740665912628	2.4529478549957275
35	extrapolative_index	real_heldout	10	2	2	6	0.993265688419342	-0.11101867258548737	1.1042843610048294	3.606421947479248
35	extrapolative_index	real_heldout	11	3	2	6	0.9941967725753784	-0.31235066056251526	1.3065474331378937	3.540158748626709
36	extrapolative_index	train_inner_candidate	1	1	1	6	0.9941856861114502	-0.10684824734926224	1.1010339334607124	2.9363760948181152
36	extrapolative_index	train_inner_candidate	2	2	1	6	0.9920668601989746	-0.4028811454772949	1.3949480056762695	3.6348063945770264
36	extrapolative_index	train_inner_candidate	3	3	1	6	0.9905215501785278	-0.17639793455600739	1.1669194847345352	2.875741720199585
36	extrapolative_index	train_inner_candidate	4	0	1	6	0.9840802550315857	-0.2644403576850891	1.2485206127166748	3.1559360027313232
36	extrapolative_index	train_inner_candidate	5	1	1	6	0.9941856861114502	-0.08514095842838287	1.079326644539833	2.8751626014709473
36	extrapolative_index	train_inner_candidate	6	2	1	6	0.9920668601989746	-0.3653777539730072	1.3574446141719818	3.521937370300293
36	extrapolative_index	train_inner_candidate	7	3	1	6	0.9905215501785278	-0.17017610371112823	1.160697653889656	2.8479504585266113
36	extrapolative_index	train_inner_candidate	8	0	1	6	0.9840802550315857	-0.26228395104408264	1.2463642060756683	3.2593576908111572
36	extrapolative_index	real_heldout	9	1	2	6	0.9941622614860535	-0.11591071635484695	1.1100729778409004	2.9946048259735107
36	extrapolative_index	real_heldout	10	2	2	6	0.9949300289154053	-0.3783339262008667	1.373263955116272	3.669063091278076
36	extrapolative_index	real_heldout	11	3	2	6	0.9917068481445312	-0.17472736537456512	1.1664342135190964	2.901888847351074
37	extrapolative_index	train_inner_candidate	1	1	1	6	0.9931256771087646	-0.3978216350078583	1.390947312116623	2.866607904434204
37	extrapolative_index	train_inner_candidate	2	2	1	6	0.9892832636833191	-0.5064623951911926	1.4957456588745117	2.4390881061553955
37	extrapolative_index	train_inner_candidate	3	3	1	6	0.9846126437187195	-0.26360076665878296	1.2482134103775024	2.0126678943634033
37	extrapolative_index	train_inner_candidate	4	0	1	6	0.9911395907402039	-0.49798092246055603	1.4891205132007599	4.031739711761475
37	extrapolative_index	train_inner_candidate	5	1	1	6	0.9931256771087646	-0.41400593519210815	1.4071316123008728	3.1961123943328857
37	extrapolative_index	train_inner_candidate	6	2	1	6	0.9892832636833191	-0.5191925168037415	1.5084757804870605	2.5731916427612305
37	extrapolative_index	train_inner_candidate	7	3	1	6	0.9846126437187195	-0.18024852871894836	1.1648611724376678	2.1999082565307617
37	extrapolative_index	train_inner_candidate	8	0	1	6	0.9911395907402039	-0.5002864003181458	1.4914259910583496	3.810230255126953
37	extrapolative_index	real_heldout	9	1	2	6	0.9951563477516174	-0.408314973115921	1.4034713208675385	3.0914859771728516
37	extrapolative_index	real_heldout	10	2	2	6	0.9851281642913818	-0.4662638306617737	1.4513919949531555	2.5004019737243652
37	extrapolative_index	real_heldout	11	3	2	6	0.9765602946281433	-0.18557696044445038	1.1621372550725937	2.1315269470214844
38	extrapolative_index	train_inner_candidate	1	1	1	6	0.9957411885261536	-0.0012159033212810755	0.9969570918474346	3.6878130435943604
38	extrapolative_index	train_inner_candidate	2	2	1	6	0.9911279678344727	-0.048984136432409286	1.040112104266882	3.1758763790130615
38	extrapolative_index	train_inner_candidate	3	3	1	6	0.9965035915374756	-0.06160283088684082	1.0581064224243164	4.241940975189209
38	extrapolative_index	train_inner_candidate	4	0	1	6	0.9863477945327759	0.06067711114883423	0.9256706833839417	2.8317742347717285
38	extrapolative_index	train_inner_candidate	5	1	1	6	0.9957411885261536	0.0025568618439137936	0.9931843266822398	3.6973280906677246
38	extrapolative_index	train_inner_candidate	6	2	1	6	0.9911279678344727	-0.07091483473777771	1.0620428025722504	3.3143928050994873
38	extrapolative_index	train_inner_candidate	7	3	1	6	0.9965035915374756	-0.024022936820983887	1.0205265283584595	4.162314414978027
38	extrapolative_index	train_inner_candidate	8	0	1	6	0.9863477945327759	0.026337452232837677	0.9600103422999382	2.885798215866089
38	extrapolative_index	real_heldout	9	1	2	6	0.9984687566757202	-0.002018881728872657	1.0004876384045929	3.70153546333313
38	extrapolative_index	real_heldout	10	2	2	6	0.9958992004394531	-0.022550879046320915	1.018450079485774	3.3508896827697754
38	extrapolative_index	real_heldout	11	3	2	6	0.9955117702484131	-0.038182999938726425	1.0336947701871395	3.936229705810547
34	random_perturbation	train_inner_candidate	2	2	2	5	0.9922687411308289	0.034537941217422485	0.9577307999134064	3.1930644512176514
34	random_perturbation	train_inner_candidate	3	3	1	6	0.9850529432296753	0.44094207882881165	0.5441108644008636	2.5443031787872314
34	random_perturbation	train_inner_candidate	5	1	1	6	0.9951478242874146	0.22357305884361267	0.7715747654438019	3.561344623565674
34	random_perturbation	train_inner_candidate	6	2	2	5	0.9947417378425598	0.05287397652864456	0.9418677613139153	3.325486421585083
34	random_perturbation	train_inner_candidate	7	3	1	6	0.9850529432296753	0.4830233156681061	0.5020296275615692	2.4933526515960693
34	random_perturbation	train_inner_candidate	8	0	0	7	0.0	-0.13748912513256073	0.13748912513256073	2.939872980117798
34	random_perturbation	train_inner_candidate	9	1	1	6	0.9951478242874146	0.2017052322626114	0.7934425920248032	3.5103328227996826
34	random_perturbation	train_inner_candidate	10	2	2	5	0.9921684265136719	0.08403552323579788	0.908132903277874	3.2080588340759277
34	random_perturbation	real_heldout	1	1	2	6	0.9960999488830566	0.20315811038017273	0.7929418385028839	3.5218727588653564
34	random_perturbation	real_heldout	4	0	1	7	0.982292115688324	-0.1248275563120842	1.1071196720004082	3.056731939315796
34	random_perturbation	real_heldout	11	3	2	6	0.9896055459976196	0.44065678119659424	0.5489487648010254	2.5694544315338135
35	random_perturbation	train_inner_candidate	2	2	2	5	0.9970579147338867	-0.21190576255321503	1.2089636772871017	3.5837435722351074
35	random_perturbation	train_inner_candidate	3	3	1	6	0.9967427849769592	-0.3327881097793579	1.3295308947563171	3.6062161922454834
35	random_perturbation	train_inner_candidate	5	1	1	6	0.9908639788627625	-0.056926179677248	1.0477901585400105	2.557969093322754
35	random_perturbation	train_inner_candidate	6	2	2	5	0.9960927367210388	-0.23964400589466095	1.2357367426156998	3.6445109844207764
35	random_perturbation	train_inner_candidate	7	3	1	6	0.9967427849769592	-0.3453679382801056	1.3421107232570648	3.543766736984253
35	random_perturbation	train_inner_candidate	8	0	0	7	0.0	0.08777257055044174	-0.08777257055044174	3.35257887840271
35	random_perturbation	train_inner_candidate	9	1	1	6	0.9908639788627625	-0.06706880033016205	1.0579327791929245	2.4529478549957275
35	random_perturbation	train_inner_candidate	10	2	2	5	0.993265688419342	-0.1901557296514511	1.1834214180707932	3.606421947479248
35	random_perturbation	real_heldout	1	1	2	6	0.9810506105422974	-0.12673638761043549	1.1077869981527328	2.4832396507263184
35	random_perturbation	real_heldout	4	0	1	7	0.9891145825386047	0.15303808450698853	0.8360764980316162	3.3269386291503906
35	random_perturbation	real_heldout	11	3	2	6	0.9941967725753784	-0.36027365922927856	1.354470431804657	3.540158748626709
36	random_perturbation	train_inner_candidate	2	2	2	5	0.9941239953041077	-0.3530474305152893	1.347171425819397	3.6348063945770264
36	random_perturbation	train_inner_candidate	3	3	1	6	0.9905215501785278	-0.13160091638565063	1.1221224665641785	2.875741720199585
36	random_perturbation	train_inner_candidate	5	1	1	6	0.9928603768348694	-0.19502127170562744	1.1878816485404968	2.8751626014709473
36	random_perturbation	train_inner_candidate	6	2	2	5	0.9944138526916504	-0.31378164887428284	1.3081955015659332	3.521937370300293
36	random_perturbation	train_inner_candidate	7	3	1	6	0.9905215501785278	-0.10162153095006943	1.0921430811285973	2.8479504585266113
36	random_perturbation	train_inner_candidate	8	0	0	7	0.0	-0.31257835030555725	0.31257835030555725	3.2593576908111572
36	random_perturbation	train_inner_candidate	9	1	1	6	0.9928603768348694	-0.23572920262813568	1.228589579463005	2.9946048259735107
36	random_perturbation	train_inner_candidate	10	2	2	5	0.9949300289154053	-0.32091259956359863	1.315842628479004	3.669063091278076
36	random_perturbation	real_heldout	1	1	2	6	0.9951410293579102	-0.21118943393230438	1.2063304632902145	2.9363760948181152
36	random_perturbation	real_heldout	4	0	1	7	0.9840802550315857	-0.3127864599227905	1.2968667149543762	3.1559360027313232
36	random_perturbation	real_heldout	11	3	2	6	0.9917068481445312	-0.13732486963272095	1.1290317177772522	2.901888847351074
37	random_perturbation	train_inner_candidate	2	2	2	5	0.991609513759613	-0.5378660559654236	1.5294755697250366	2.4390881061553955
37	random_perturbation	train_inner_candidate	3	3	1	6	0.9846126437187195	-0.26558446884155273	1.2501971125602722	2.0126678943634033
37	random_perturbation	train_inner_candidate	5	1	1	6	0.9943388104438782	-0.3542300760746002	1.3485688865184784	3.1961123943328857
37	random_perturbation	train_inner_candidate	6	2	2	5	0.9888573884963989	-0.5518864989280701	1.540743887424469	2.5731916427612305
37	random_perturbation	train_inner_candidate	7	3	1	6	0.9846126437187195	-0.22789528965950012	1.2125079333782196	2.1999082565307617
37	random_perturbation	train_inner_candidate	8	0	0	7	0.0	-0.4722669720649719	0.4722669720649719	3.810230255126953
37	random_perturbation	train_inner_candidate	9	1	1	6	0.9943388104438782	-0.3507288992404938	1.345067709684372	3.0914859771728516
37	random_perturbation	train_inner_candidate	10	2	2	5	0.9851281642913818	-0.5041763782501221	1.489304542541504	2.5004019737243652
37	random_perturbation	real_heldout	1	1	2	6	0.9942053556442261	-0.3396945595741272	1.3338999152183533	2.866607904434204
37	random_perturbation	real_heldout	4	0	1	7	0.9911395907402039	-0.474305659532547	1.4654452502727509	4.031739711761475
37	random_perturbation	real_heldout	11	3	2	6	0.9765602946281433	-0.21112392842769623	1.1876842230558395	2.1315269470214844
38	random_perturbation	train_inner_candidate	2	2	2	5	0.9947986006736755	-0.1420101821422577	1.1368087828159332	3.1758763790130615
38	random_perturbation	train_inner_candidate	3	3	1	6	0.9965035915374756	-0.07516719400882721	1.0716707855463028	4.241940975189209
38	random_perturbation	train_inner_candidate	5	1	1	6	0.9972332119941711	-0.019575418904423714	1.0168086308985949	3.6973280906677246
38	random_perturbation	train_inner_candidate	6	2	2	5	0.9931986927986145	-0.1561203896999359	1.1493190824985504	3.3143928050994873
38	random_perturbation	train_inner_candidate	7	3	1	6	0.9965035915374756	-0.0393582358956337	1.0358618274331093	4.162314414978027
38	random_perturbation	train_inner_candidate	8	0	0	7	0.0	0.10435803979635239	-0.10435803979635239	2.885798215866089
38	random_perturbation	train_inner_candidate	9	1	1	6	0.9972332119941711	-0.019121237099170685	1.0163544490933418	3.70153546333313
38	random_perturbation	train_inner_candidate	10	2	2	5	0.9958992004394531	-0.11563502997159958	1.1115342304110527	3.3508896827697754
38	random_perturbation	real_heldout	1	1	2	6	0.9973499774932861	-0.021064987406134605	1.0184149648994207	3.6878130435943604
38	random_perturbation	real_heldout	4	0	1	7	0.9863477945327759	0.15922018885612488	0.827127605676651	2.8317742347717285
38	random_perturbation	real_heldout	11	3	2	6	0.9955117702484131	-0.054988328367471695	1.0505000986158848	3.936229705810547
34	stratified_program	train_inner_candidate	1	1	1	6	0.9942125678062439	0.16152584552764893	0.832686722278595	3.5218727588653564
34	stratified_program	train_inner_candidate	2	2	1	6	0.9884663224220276	-0.023609353229403496	1.012075675651431	3.1930644512176514
34	stratified_program	train_inner_candidate	3	3	1	6	0.9860625863075256	0.5253415107727051	0.46072107553482056	2.5443031787872314
34	stratified_program	train_inner_candidate	4	0	1	6	0.982292115688324	-0.11498696357011795	1.097279079258442	3.056731939315796
34	stratified_program	train_inner_candidate	8	0	1	6	0.982292115688324	-0.12703083455562592	1.10932295024395	2.939872980117798
34	stratified_program	train_inner_candidate	9	1	1	6	0.9942125678062439	0.16624566912651062	0.8279668986797333	3.5103328227996826
34	stratified_program	train_inner_candidate	10	2	1	6	0.9884663224220276	0.033211272209882736	0.9552550502121449	3.2080588340759277
34	stratified_program	train_inner_candidate	11	3	1	6	0.9860625863075256	0.5141046047210693	0.4719579815864563	2.5694544315338135
34	stratified_program	real_heldout	5	1	2	6	0.9967972636222839	0.18395495414733887	0.8128423094749451	3.561344623565674
34	stratified_program	real_heldout	6	2	2	6	0.9947417378425598	0.001748433685861528	0.9929933041566983	3.325486421585083
34	stratified_program	real_heldout	7	3	2	6	0.988847553730011	0.5507844686508179	0.4380630850791931	2.4933526515960693
35	stratified_program	train_inner_candidate	1	1	1	6	0.9835416078567505	-0.12409922480583191	1.1076408326625824	2.4832396507263184
35	stratified_program	train_inner_candidate	2	2	1	6	0.9931332468986511	-0.1365801841020584	1.1297134310007095	3.5837435722351074
35	stratified_program	train_inner_candidate	3	3	1	6	0.993571937084198	-0.278534471988678	1.272106409072876	3.6062161922454834
35	stratified_program	train_inner_candidate	4	0	1	6	0.9891145825386047	0.11705851554870605	0.8720560669898987	3.3269386291503906
35	stratified_program	train_inner_candidate	8	0	1	6	0.9891145825386047	0.0636366456747055	0.9254779368638992	3.35257887840271
35	stratified_program	train_inner_candidate	9	1	1	6	0.9835416078567505	-0.06447037309408188	1.0480119809508324	2.4529478549957275
35	stratified_program	train_inner_candidate	10	2	1	6	0.9931332468986511	-0.11719371378421783	1.110326960682869	3.606421947479248
35	stratified_program	train_inner_candidate	11	3	1	6	0.993571937084198	-0.30168119072914124	1.2952531278133392	3.540158748626709
35	stratified_program	real_heldout	5	1	2	6	0.986583411693573	-0.06280829012393951	1.0493917018175125	2.557969093322754
35	stratified_program	real_heldout	6	2	2	6	0.9960927367210388	-0.16865035891532898	1.1647430956363678	3.6445109844207764
35	stratified_program	real_heldout	7	3	2	6	0.996589720249176	-0.28199660778045654	1.2785863280296326	3.543766736984253
36	stratified_program	train_inner_candidate	1	1	1	6	0.9925749897956848	-0.11568871885538101	1.1082637086510658	2.9363760948181152
36	stratified_program	train_inner_candidate	2	2	1	6	0.9927626252174377	-0.42006152868270874	1.4128241539001465	3.6348063945770264
36	stratified_program	train_inner_candidate	3	3	1	6	0.9884060621261597	-0.18986885249614716	1.1782749146223068	2.875741720199585
36	stratified_program	train_inner_candidate	4	0	1	6	0.9840802550315857	-0.25427040457725525	1.238350659608841	3.1559360027313232
36	stratified_program	train_inner_candidate	8	0	1	6	0.9840802550315857	-0.2559588551521301	1.2400391101837158	3.2593576908111572
36	stratified_program	train_inner_candidate	9	1	1	6	0.9925749897956848	-0.1253218799829483	1.1178968697786331	2.9946048259735107
36	stratified_program	train_inner_candidate	10	2	1	6	0.9927626252174377	-0.39552736282348633	1.388289988040924	3.669063091278076
36	stratified_program	train_inner_candidate	11	3	1	6	0.9884060621261597	-0.18622620403766632	1.174632266163826	2.901888847351074
36	stratified_program	real_heldout	5	1	2	6	0.9953656792640686	-0.09154313057661057	1.0869088098406792	2.8751626014709473
36	stratified_program	real_heldout	6	2	2	6	0.9944138526916504	-0.38150471448898315	1.3759185671806335	3.521937370300293
36	stratified_program	real_heldout	7	3	2	6	0.9932991862297058	-0.18173947930335999	1.1750386655330658	2.8479504585266113
37	stratified_program	train_inner_candidate	1	1	1	6	0.9924584031105042	-0.36841490864753723	1.3608733117580414	2.866607904434204
37	stratified_program	train_inner_candidate	2	2	1	6	0.984305739402771	-0.5012813806533813	1.4855871200561523	2.4390881061553955
37	stratified_program	train_inner_candidate	3	3	1	6	0.9792269468307495	-0.27660834789276123	1.2558352947235107	2.0126678943634033
37	stratified_program	train_inner_candidate	4	0	1	6	0.9911395907402039	-0.48899608850479126	1.4801356792449951	4.031739711761475
37	stratified_program	train_inner_candidate	8	0	1	6	0.9911395907402039	-0.49336251616477966	1.4845021069049835	3.810230255126953
37	stratified_program	train_inner_candidate	9	1	1	6	0.9924584031105042	-0.38007646799087524	1.3725348711013794	3.0914859771728516
37	stratified_program	train_inner_candidate	10	2	1	6	0.984305739402771	-0.46447983384132385	1.4487855732440948	2.5004019737243652
37	stratified_program	train_inner_candidate	11	3	1	6	0.9792269468307495	-0.20259220898151398	1.1818191558122635	2.1315269470214844
37	stratified_program	real_heldout	5	1	2	6	0.9956314563751221	-0.3851659893989563	1.3807974457740784	3.1961123943328857
37	stratified_program	real_heldout	6	2	2	6	0.9888573884963989	-0.5120590925216675	1.5009164810180664	2.5731916427612305
37	stratified_program	real_heldout	7	3	2	6	0.9806180596351624	-0.1921825110912323	1.1728005707263947	2.1999082565307617
38	stratified_program	train_inner_candidate	1	1	1	6	0.997577428817749	-0.010907146148383617	1.0084845749661326	3.6878130435943604
38	stratified_program	train_inner_candidate	2	2	1	6	0.9947844743728638	-0.04160851240158081	1.0363929867744446	3.1758763790130615
38	stratified_program	train_inner_candidate	3	3	1	6	0.9964393973350525	-0.059403277933597565	1.05584267526865	4.241940975189209
38	stratified_program	train_inner_candidate	4	0	1	6	0.9863477945327759	0.08096498996019363	0.9053828045725822	2.8317742347717285
38	stratified_program	train_inner_candidate	8	0	1	6	0.9863477945327759	0.043576937168836594	0.9427708573639393	2.885798215866089
38	stratified_program	train_inner_candidate	9	1	1	6	0.997577428817749	-0.011134833097457886	1.008712261915207	3.70153546333313
38	stratified_program	train_inner_candidate	10	2	1	6	0.9947844743728638	-0.014471667818725109	1.0092561421915889	3.3508896827697754
38	stratified_program	train_inner_candidate	11	3	1	6	0.9964393973350525	-0.0373019240796566	1.033741321414709	3.936229705810547
38	stratified_program	real_heldout	5	1	2	6	0.997092604637146	-0.007829123176634312	1.0049217278137803	3.6973280906677246
38	stratified_program	real_heldout	6	2	2	6	0.9931986927986145	-0.06248537823557854	1.055684071034193	3.3143928050994873
38	stratified_program	real_heldout	7	3	2	6	0.9956106543540955	-0.022889897227287292	1.0185005515813828	4.162314414978027
