candidate	alpha	threshold	payload_count	mean_active_fraction	mean_safe_active_fraction	mean_unsafe_active_fraction	mean_transition_gap	min_transition_gap	mean_delta_cosine_gap	min_delta_cosine_gap	mean_recall_gap	min_recall_gap
pooled_source_only_ridge	0.75	0.5485307849518748	40	0.24999999999999994	0.11388888888888889	0.13611111111111113	7.866925442511509e-05	-0.00655017741111066	-0.0032362151398534476	-0.10222068577634291	0.0027777777777777775	-0.1111111111111111
pooled_source_only_ridge	0.75	0.5639934460310392	40	0.15	0.061111111111111116	0.08888888888888888	-0.0002217544046686351	-0.00655017741111066	-0.00433984256218393	-0.10222068577634291	-1.3877787807814458e-18	-0.1111111111111111
pooled_source_only_ridge	0.75	0.5749486620940399	40	0.1	0.041666666666666664	0.05833333333333333	-6.161758270462727e-05	-0.0030505632028447922	-0.0031477826386767972	-0.06063573436527764	0.0	0.0
pooled_source_only_ridge	1.0	0.4057978931980858	40	0.75	0.30277777777777776	0.44722222222222213	-0.0018041019275059239	-0.012513135332466932	-0.03220548252377746	-0.16128109980784666	-0.03888888888888888	-0.33333333333333337
pooled_source_only_ridge	1.0	0.4222151102008737	40	0.65	0.2611111111111111	0.3888888888888889	-0.0011829904033101215	-0.01243369077882882	-0.026853393899907894	-0.16692239911828682	-0.024999999999999994	-0.2222222222222222
pooled_source_only_ridge	1.0	0.44130552820463015	40	0.5	0.2	0.3	-0.0007246890563918969	-0.011007840893117462	-0.01719262497543752	-0.15878756894987356	-0.022222222222222227	-0.33333333333333337
pooled_source_only_ridge	1.0	0.4548704495713041	40	0.35	0.13055555555555554	0.21944444444444441	-0.000596598083610978	-0.0119072775924362	-0.01708474502794563	-0.1205535152002773	-0.02222222222222222	-0.2222222222222222
pooled_source_only_ridge	1.0	0.46374510834269833	40	0.25	0.08888888888888888	0.16111111111111112	-0.00037459681258725285	-0.006951109506553865	-0.01309164309901018	-0.1080449333215942	-0.016666666666666666	-0.2222222222222222
pooled_source_only_ridge	1.0	0.4798504612352758	40	0.15	0.049999999999999996	0.1	-0.00024524521895096473	-0.003450070583749588	-0.010308226972882997	-0.06845913283281979	-0.005555555555555557	-0.11111111111111116
pooled_source_only_ridge	1.0	0.4930559250690873	40	0.1	0.025	0.075	-0.00036498843632893035	-0.0031966034973390164	-0.009284058898482533	-0.06845913283281979	-0.005555555555555557	-0.11111111111111116
