pred_endpoint_to_source_cosine	pred_endpoint_to_target_cosine	source_to_target_cosine	pred_delta_to_true_delta_cosine	cell_line_id	perturbation_id	batch_id
0.9758792867907615	0.9673514012211542	0.9283895824606451	0.7662440646845623	0	2	0
0.9479881014569823	0.8185754553654517	0.8945377207835924	-0.13739969668510124	1	2	1
0.9838625247079417	0.6489940326654017	0.711794408546212	-0.20424917761258507	1	2	0
0.9763768536028333	0.9793398033971875	0.9715458756438269	0.6074783101794331	2	1	1
0.8491532732104727	0.9325799086822749	0.8467711852919128	0.7803564063188666	2	4	2
0.9927944491355118	0.9785151093098776	0.9614354798470826	0.7247259805420349	1	1	2
0.9515758783096327	0.9227439816706506	0.9273521799064832	0.38915981646595604	2	2	1
0.9603728205727488	0.9699998247728998	0.9335423341349891	0.7452473621429733	1	4	0
0.9397575218545536	0.9595963940949086	0.9371434421956534	0.6695848571938036	2	1	2
0.9246447298404384	0.8521415643047084	0.6835978300657952	0.8176851591646238	1	1	1
0.9515759075461904	0.921062913414495	0.8838456793329823	0.5904149469208585	2	4	1
0.9816045114204981	0.9809711091481368	0.9589994303107068	0.734763490206447	0	4	0
0.9442348504353253	0.921976798122704	0.916166873727773	0.46036580183522	0	2	1
0.9605377734741684	0.9185658821065529	0.9190477299623117	0.3578591126885759	0	1	2
0.9361167046662935	0.9558062118193309	0.8545929138844711	0.8597224303728824	0	2	2
0.8818820517025815	0.9546841683565108	0.9447350753050986	0.7803813281615787	2	2	2
0.9771630591154093	0.9543957350871709	0.930723179260032	0.5857363691548699	0	4	1
0.9828105049182583	0.9510230804715084	0.951853397128503	0.30846371296391323	1	1	0
0.9617720972266881	0.9732159520062383	0.9697274810444942	0.6143591398001277	0	1	1
0.9793982292062867	0.9598199356796405	0.9523702259681952	0.46049247852654046	0	1	0
0.9578585546763904	0.931812813820628	0.9452895888900988	0.3211807174536787	2	1	0
0.9294038521024589	0.9659182619723994	0.9485306419000711	0.7239414486290822	2	2	0
0.9910913138517676	0.981590359753157	0.9779017770766062	0.45125006089152636	1	4	2
0.9776892849484861	0.7163896480052487	0.793357010949335	-0.30106727808343625	1	2	2
0.9787349733710917	0.9668494976770629	0.9283895824606451	0.7732446559158471	0	2	0
0.8877182929810793	0.9047682877466356	0.7274764238440427	0.8406167660258179	1	4	1
0.9471682207966382	0.8264188995741341	0.8945377207835924	-0.07619034529506814	1	2	1
0.9849829119448947	0.6696853386694367	0.711794408546212	-0.0902085395617319	1	2	0
0.9826958900005583	0.9798440987020771	0.9715458756438269	0.5781165319296288	2	1	1
0.9737301859517179	0.9359925967395739	0.9127339103146778	0.5352089755883137	0	4	2
0.9638609056539181	0.9599161395114764	0.955115917889696	0.5127690946325036	2	4	0
0.9854674534306208	0.981881531239017	0.9614354798470826	0.7400106866432458	1	1	2
0.9372509081295393	0.940191488109217	0.9273521799064832	0.5673317345436759	2	2	1
0.9192878723352395	0.9470884009442307	0.9371434421956534	0.6356722530096321	2	1	2
0.8820707386531186	0.8927051138036355	0.7832702213034162	0.7201100986125799	2	5	1
0.8892728753985781	0.9031884317279086	0.8920544232483175	0.5669369453081564	2	5	2
0.8917690514136067	0.8929934668781939	0.6835978300657952	0.8800572730832678	1	1	1
0.9884810797041215	0.9578230346261998	0.9392625569283526	0.581539361433912	2	5	0
0.9220042391998248	0.8993028886880383	0.916166873727773	0.3856534802850752	0	2	1
0.9533101390892387	0.9218216942608782	0.9190477299623117	0.4104531160456631	0	1	2
0.9280120907323286	0.9647058764919598	0.8545929138844711	0.8910801084602925	0	2	2
0.8898113305228057	0.9440151829373646	0.9447350753050986	0.6974754138020002	2	2	2
0.9811612468691369	0.9219236905016733	0.9199098571489599	0.29886422858544975	1	5	0
0.9724981417350133	0.9431249101832965	0.951853397128503	0.27696522178317895	1	1	0
0.9538691163551225	0.9714511269969767	0.9697274810444942	0.639439328854068	0	1	1
0.9454255966200205	0.957714028577827	0.9053143746346588	0.7478559252130945	0	5	0
0.9763415486090453	0.9660145157793459	0.9523702259681952	0.5633861607757029	0	1	0
0.9664315746198049	0.9432911505008079	0.9452895888900988	0.3869014660778041	2	1	0
0.8761936766898463	0.8901056370699015	0.9368174555347046	0.44097243907699124	0	5	1
0.9217011965732925	0.9448188315340269	0.9485306419000711	0.5852112371869911	2	2	0
0.9643783584840447	0.6793937220087471	0.793357010949335	-0.38026308940947057	1	2	2
0.9718122595901497	0.9634159477517501	0.9283895824606451	0.7110908110519873	0	2	0
0.9763464058534377	0.9737547919505091	0.9634279248312718	0.5802924265976619	0	5	2
0.901897361719968	0.9194751725844686	0.9460273134144239	0.494643347561617	1	5	1
0.9293370578148928	0.8138575751637638	0.8945377207835924	-0.04319658648328587	1	2	1
0.9731813031538665	0.632226416886224	0.711794408546212	-0.23024177774852383	1	2	0
0.9826147356643179	0.9822115095742038	0.9715458756438269	0.6317791209926177	2	1	1
0.9623606052983669	0.9138170358627853	0.9700069272377546	-0.2446555541126245	1	5	2
0.988702937882718	0.9770793296330753	0.9614354798470826	0.6510137460863916	1	1	2
0.8806148252019719	0.8932856375084495	0.7446586487543523	0.7849641610202899	2	6	2
0.9499279186397953	0.9270055193575187	0.9273521799064832	0.42992298719306526	2	2	1
