split_seed	baseline	subset	condition	condition_label	perturbation_ids	pearson_delta_all	pearson_delta_de20	top20_de_overlap	mse_delta_all	mse_delta_de20	mse_expression_all	mse_expression_de20	direction_accuracy_de20	pred_delta_l2	true_delta_l2	de20_count
1	global_train_mean	all_test	MAPK1+PRTG	double	MAPK1+PRTG	0.4604686688928899	0.7037626962749088	0.15	0.002241620095446706	0.1862867772579193	0.002241620095446706	0.1862867772579193	0.8	2.174917459487915	3.7609143257141113	20
1	global_train_mean	all_test	SAMD1+ZBTB1	double	SAMD1+ZBTB1	0.8014875783242489	0.9585143512593035	0.4	0.004786644130945206	0.5722064971923828	0.004786644130945206	0.5722063779830933	1.0	2.174917459487915	6.482353687286377	20
1	global_train_mean	all_test	TBX3+TBX2	double	TBX3+TBX2	0.4315141536751417	0.42221891372149967	0.15	0.004619982093572617	0.7689880132675171	0.004619982093572617	0.7689880132675171	0.8	2.174917459487915	5.335824966430664	20
1	global_train_mean	all_test	UBASH3B+PTPN9	double	UBASH3B+PTPN9	0.6871691426573175	0.9192149707197085	0.35	0.0035643400624394417	0.3344966769218445	0.0035643400624394417	0.3344966769218445	0.9	2.174917459487915	5.411447525024414	20
1	global_train_mean	all_test	ZC3HAV1+CEBPE	double	ZC3HAV1+CEBPE	0.15140787552651155	0.023752800684348298	0.15	0.002331789117306471	0.24477267265319824	0.002331789117306471	0.24477270245552063	0.55	2.174917459487915	3.0097973346710205	20
1	global_train_mean	all_test	ZC3HAV1+HOXC13	double	ZC3HAV1+HOXC13	0.6328226935152902	0.8181814076753469	0.25	0.0016319662099704146	0.13129934668540955	0.0016319662099704146	0.13129934668540955	0.95	2.174917459487915	3.700695753097534	20
1	global_train_mean	all_test	DUSP9+ctrl	single	DUSP9	0.5573940959521109	0.7494155916780094	0.25	0.004224648233503103	0.5378390550613403	0.004224648233503103	0.5378390550613403	0.75	2.174917459487915	5.464611053466797	20
1	global_train_mean	all_test	BCORL1+ctrl	single	BCORL1	0.34575754325687147	0.4130108932487896	0.15	0.001066674361936748	0.07515694200992584	0.001066674361936748	0.07515694200992584	0.7	2.174917459487915	1.849361538887024	20
1	global_train_mean	all_test	CBL+ctrl	single	CBL	0.5244597303042484	0.7259087415192191	0.25	0.0014294071588665247	0.14064396917819977	0.0014294071588665247	0.14064396917819977	0.9	2.174917459487915	3.067096471786499	20
1	global_train_mean	all_test	ctrl+SET	single	SET	0.3378934648194998	0.5006713789240607	0.05	0.004627006594091654	0.4090777337551117	0.0046270061284303665	0.4090777337551117	0.65	2.174917459487915	5.109107494354248	20
1	global_train_mean	all_test	COL2A1+ctrl	single	COL2A1	0.19501967994903122	-0.1357707842848487	0.15	0.004917568527162075	0.6219732761383057	0.004917568527162075	0.6219732761383057	0.6	2.174917459487915	4.937201976776123	20
1	global_train_mean	all_test	RHOXF2BB+ctrl	single	RHOXF2BB	0.737353979811359	0.9785979189607461	0.55	0.0027267474215477705	0.22705009579658508	0.0027267474215477705	0.22705009579658508	1.0	2.174917459487915	5.013664722442627	20
1	global_train_mean	all_test	POU3F2+ctrl	single	POU3F2	0.6087245659355993	0.6702466125278705	0.2	0.0010622572153806686	0.09106801450252533	0.0010622572153806686	0.09106801450252533	0.75	2.174917459487915	2.873244285583496	20
1	global_train_mean	all_test	CELF2+ctrl	single	CELF2	0.3340725530084084	0.06803578059475215	0.1	0.0014446177519857883	0.12808211147785187	0.0014446177519857883	0.12808211147785187	0.65	2.174917459487915	2.5014138221740723	20
